timestamp,simple-path,time
2021-06-01 22:48:14.685,/master/welcome,236
2021-06-01 22:48:14.868,/master/welcome,155
2021-06-01 22:48:15.62,/master/sign-in,609
2021-06-01 22:48:16.883,/master/welcome,593
2021-06-01 22:48:17.92,/master/welcome,192
2021-06-01 22:48:18.625,/master/welcome,594
2021-06-01 22:48:18.874,/master/welcome,175
2021-06-01 22:48:19.089,/manager/task/list,185
