timestamp,simple-path,time
2021-05-30 22:31:50.531,/master/welcome,8524
2021-05-30 22:31:56.826,/master/welcome,2243
2021-05-30 22:32:03.67,/master/sign-in,1692
2021-05-30 22:32:11.983,/master/welcome,588
2021-05-30 22:32:30.665,/master/welcome,4214
2021-05-30 22:32:34.386,/master/welcome,588
2021-05-30 22:32:39.724,/master/welcome,3229
2021-05-30 22:32:46.996,/master/welcome,2226
2021-05-30 22:32:52.707,/master/sign-in,583
2021-05-30 22:33:01.076,/master/welcome,611
2021-05-30 22:33:37.929,/master/welcome,1236
2021-05-30 22:33:41.625,/master/welcome,589
2021-05-30 22:33:50.943,/master/welcome,4210
2021-05-30 22:34:00.045,/master/welcome,2286
2021-05-30 22:34:05.303,/master/welcome,2217
2021-05-30 22:34:10.03,/master/sign-in,600
2021-05-30 22:34:16.457,/master/welcome,599
2021-05-30 22:34:32.613,/master/welcome,3220
2021-05-30 22:34:38.326,/master/welcome,597
2021-05-30 22:34:44.911,/master/welcome,4216
2021-05-30 22:34:49.166,/master/welcome,3200
2021-05-30 22:34:53.887,/master/sign-in,590
2021-05-30 22:34:58.345,/master/welcome,600
2021-05-30 22:35:04.476,/master/welcome,602
2021-05-30 22:35:40.121,/master/welcome,1216
2021-05-30 22:35:42.842,/master/welcome,597
2021-05-30 22:35:49.154,/master/welcome,4204
2021-05-30 22:35:55.407,/master/welcome,3199
2021-05-30 22:35:59.125,/master/sign-in,600
2021-05-30 22:36:05.441,/master/welcome,585
2021-05-30 22:36:12.572,/master/welcome,582
2021-05-30 22:36:50.193,/master/welcome,5219
2021-05-30 22:36:53.922,/master/welcome,600
2021-05-30 22:37:00.235,/master/welcome,3207
2021-05-30 22:37:02.483,/master/welcome,1195
2021-05-30 22:37:08.22,/master/sign-in,590
2021-05-30 22:37:17.6,/master/welcome,603
2021-05-30 22:37:23.733,/master/welcome,587
2021-05-30 22:37:58.365,/master/welcome,1233
2021-05-30 22:38:01.08,/master/welcome,598
2021-05-30 22:38:11.398,/master/welcome,5200
2021-05-30 22:38:16.643,/master/welcome,1196
2021-05-30 22:38:20.352,/master/sign-in,600
