timestamp,simple-path,time
20:04.0,/master/welcome,13592
20:04.9,/master/welcome,813
20:11.0,/master/sign-in,5721
20:13.2,/master/welcome,1216
20:18.2,/master/welcome,701
20:19.7,/master/welcome,1275
20:20.7,/master/welcome,900
20:21.5,/master/welcome,785
20:23.2,/master/sign-in,1394
20:25.6,/master/welcome,1177
20:58.7,/master/welcome,772
20:59.5,/master/welcome,669
21:00.4,/master/welcome,763
21:13.4,/master/welcome,1073
21:14.1,/master/welcome,709
21:15.5,/master/sign-in,1194
21:17.0,/master/welcome,637
21:20.3,/master/welcome,704
21:21.1,/master/welcome,653
21:22.0,/master/welcome,651
21:22.9,/master/welcome,689
21:24.4,/master/sign-in,1275
21:26.0,/master/welcome,685
21:29.4,/master/welcome,1305
22:01.4,/master/welcome,701
22:02.7,/master/welcome,1233
22:03.4,/master/welcome,554
22:04.0,/master/welcome,541
22:04.8,/master/sign-in,657
22:07.2,/master/welcome,1257
22:09.8,/master/welcome,676
22:41.4,/master/welcome,631
22:42.3,/master/welcome,659
22:43.0,/master/welcome,632
22:43.6,/master/welcome,583
22:44.5,/master/sign-in,666
22:46.0,/master/welcome,644
22:48.8,/master/welcome,670
23:21.2,/master/welcome,913
23:22.7,/master/welcome,1303
23:23.5,/master/welcome,686
23:24.3,/master/welcome,754
23:25.8,/master/sign-in,1334
23:27.9,/master/welcome,1205
23:30.8,/master/welcome,659
24:02.4,/master/welcome,601
24:03.2,/master/welcome,625
24:03.9,/master/welcome,637
24:04.5,/master/welcome,520
24:05.2,/master/sign-in,611
24:06.7,/master/welcome,598
24:09.2,/master/welcome,628
24:40.9,/master/welcome,663
24:41.8,/master/welcome,685
24:42.6,/master/welcome,697
24:43.4,/master/welcome,686
24:44.8,/master/sign-in,1257
24:46.4,/master/welcome,640
24:49.2,/master/welcome,770
25:20.1,/master/welcome,338
25:20.8,/master/welcome,600
25:21.2,/master/welcome,334
25:21.6,/master/welcome,386
25:22.3,/master/sign-in,619
25:23.7,/master/welcome,610
25:24.9,/master/welcome,585
25:55.7,/master/welcome,318
25:56.4,/master/welcome,603
25:56.9,/master/welcome,343
25:57.3,/master/welcome,364
25:58.0,/master/sign-in,598
25:59.3,/master/welcome,612
26:00.4,/master/welcome,598
26:31.3,/master/welcome,309
26:32.1,/master/welcome,632
26:32.4,/master/welcome,312
26:32.9,/master/welcome,381
26:33.6,/master/sign-in,591
26:35.0,/master/welcome,602
26:37.0,/master/welcome,1167
27:07.9,/master/welcome,291
27:08.6,/master/welcome,606
27:09.0,/master/welcome,283
27:09.3,/master/welcome,283
27:10.0,/master/sign-in,605
27:11.6,/master/welcome,611
27:12.7,/administrator/configuration/create,598
27:13.1,/master/welcome,314
27:13.8,/master/welcome,599
27:14.2,/master/welcome,284
27:14.5,/master/welcome,269
27:15.2,/master/sign-in,592
27:17.1,/master/welcome,610
27:18.2,/administrator/configuration/create,595
27:18.6,/master/welcome,282
27:19.3,/master/welcome,590
27:19.7,/master/welcome,330
27:20.1,/master/welcome,365
27:20.9,/master/sign-in,618
27:22.4,/master/welcome,581
27:23.5,/administrator/configuration/create,591
27:23.9,/master/welcome,301
27:24.7,/master/welcome,648
27:25.0,/master/welcome,257
27:25.3,/master/welcome,269
27:26.0,/master/sign-in,601
27:27.6,/master/welcome,604
27:28.8,/administrator/configuration/create,627
27:29.2,/master/welcome,291
27:29.9,/master/welcome,594
27:35.3,/master/welcome,358
27:35.7,/master/welcome,283
27:36.4,/master/sign-in,592
27:37.6,/master/welcome,591
27:39.3,/master/welcome,285
27:40.0,/master/welcome,581
27:40.3,/master/welcome,255
27:41.1,/master/welcome,299
27:41.3,/master/welcome,224
27:42.1,/master/sign-in,635
27:43.4,/master/welcome,606
28:14.4,/master/welcome,283
28:15.1,/master/welcome,595
28:15.5,/master/welcome,254
28:15.8,/master/welcome,289
28:16.5,/master/sign-in,610
28:17.8,/master/welcome,615
28:49.9,/master/welcome,302
28:50.6,/master/welcome,594
28:56.9,/master/welcome,383
28:57.3,/master/welcome,317
28:58.0,/master/sign-in,597
28:59.3,/master/welcome,607
29:01.0,/master/welcome,300
29:01.7,/master/welcome,595
29:02.1,/master/welcome,319
29:02.4,/master/welcome,285
29:03.2,/master/sign-in,642
29:04.5,/master/welcome,607
29:05.9,/authenticated/task/list,1156
29:07.2,/master/welcome,286
29:07.9,/master/welcome,595
29:08.3,/master/welcome,272
29:08.6,/master/welcome,254
29:09.3,/master/sign-in,591
29:10.5,/master/welcome,585
29:11.4,/authenticated/task/list,596
29:12.7,/master/welcome,287
29:13.4,/master/welcome,597
29:13.8,/master/welcome,319
29:14.1,/master/welcome,324
29:14.8,/master/sign-in,597
29:16.2,/master/welcome,606
29:17.0,/authenticated/task/list,600
29:18.2,/master/welcome,268
29:18.9,/master/welcome,597
29:19.3,/master/welcome,282
29:19.6,/master/welcome,284
29:20.3,/master/sign-in,628
29:21.7,/master/welcome,611
29:22.5,/authenticated/task/list,594
29:23.8,/master/welcome,299
29:24.5,/master/welcome,615
29:24.9,/master/welcome,312
29:25.3,/master/welcome,337
29:26.0,/master/sign-in,598
29:27.3,/master/welcome,607
29:28.1,/authenticated/task/list,592
29:29.4,/master/welcome,272
29:30.1,/master/welcome,598
29:30.5,/master/welcome,286
29:30.8,/master/welcome,267
29:31.5,/master/sign-in,597
29:32.8,/master/welcome,595
29:33.7,/authenticated/task/list,609
29:34.8,/master/welcome,258
29:35.5,/master/welcome,591
29:35.9,/master/welcome,261
29:42.6,/master/welcome,394
29:42.9,/master/welcome,316
29:43.6,/master/sign-in,592
29:44.9,/master/welcome,614
29:46.6,/master/welcome,269
29:47.3,/master/welcome,595
29:47.7,/master/welcome,274
29:47.9,/master/welcome,253
29:48.7,/master/sign-in,605
29:50.0,/master/welcome,595
29:50.9,/authenticated/task/list,593
29:52.6,/authenticated/task/show,583
29:53.3,/master/welcome,291
29:54.1,/master/welcome,597
29:54.4,/master/welcome,268
29:54.7,/master/welcome,286
29:55.4,/master/sign-in,606
29:56.7,/master/welcome,606
29:57.6,/authenticated/task/list,596
29:59.4,/authenticated/task/show,587
30:00.1,/master/welcome,283
30:00.8,/master/welcome,598
30:01.2,/master/welcome,270
30:01.5,/master/welcome,315
30:02.3,/master/sign-in,593
30:03.6,/master/welcome,610
30:04.4,/authenticated/task/list,594
30:06.2,/authenticated/task/show,596
30:06.9,/master/welcome,254
30:07.6,/master/welcome,596
30:08.0,/master/welcome,276
30:08.3,/master/welcome,284
30:09.0,/master/sign-in,594
30:10.4,/master/welcome,607
30:11.2,/authenticated/task/list,601
30:13.0,/authenticated/task/show,600
30:13.6,/master/welcome,268
30:14.4,/master/welcome,608
30:14.7,/master/welcome,281
30:15.0,/master/welcome,285
30:15.7,/master/sign-in,579
30:17.1,/master/welcome,605
30:17.9,/authenticated/task/list,578
30:19.7,/authenticated/task/show,592
30:20.3,/master/welcome,268
30:21.0,/master/welcome,594
30:21.4,/master/welcome,264
30:21.7,/master/welcome,284
30:22.4,/master/sign-in,598
30:23.7,/master/welcome,613
30:24.5,/authenticated/task/list,582
30:26.2,/authenticated/task/show,593
30:26.9,/master/welcome,255
30:27.6,/master/welcome,596
30:28.0,/master/welcome,271
30:34.3,/master/welcome,418
30:34.6,/master/welcome,272
30:35.3,/master/sign-in,591
30:36.6,/master/welcome,585
30:38.2,/master/welcome,269
30:38.9,/master/welcome,581
30:39.2,/master/welcome,239
30:39.5,/master/welcome,255
30:40.2,/master/sign-in,597
30:41.5,/master/welcome,607
30:42.3,/manager/task/list,624
30:43.7,/manager/task/show,1124
30:44.5,/manager/task/list,641
30:45.3,/manager/task/list,615
30:45.6,/master/welcome,273
30:45.9,/master/welcome,294
30:46.6,/master/sign-in,612
30:48.0,/master/welcome,605
30:48.8,/manager/task/list,594
30:49.4,/master/welcome,247
30:50.1,/master/welcome,583
30:50.4,/master/welcome,244
30:51.1,/master/sign-in,597
30:52.4,/master/welcome,597
30:53.2,/manager/task/list,598
30:59.6,/master/welcome,430
30:59.9,/master/welcome,287
31:00.6,/master/sign-in,596
31:02.0,/master/welcome,622
31:03.6,/master/welcome,255
31:04.4,/master/welcome,596
31:04.7,/master/welcome,270
31:05.0,/master/welcome,267
31:05.7,/master/sign-in,583
31:07.0,/master/welcome,643
31:07.9,/manager/task/list,590
31:09.2,/master/welcome,348
31:09.5,/master/welcome,288
31:10.2,/master/sign-in,598
31:11.5,/master/welcome,591
